Matrix Size, Iterations, Threads, Runtime
1000, 6, 8, 0.302144
1000, 6, 8, 0.302219
1000, 6, 8, 0.302087
1000, 7, 8, 0.301219
1000, 7, 8, 0.301332
1000, 7, 8, 0.301015
1000, 7, 8, 0.301045
1000, 7, 8, 0.301369
1000, 7, 8, 0.300977
1000, 7, 8, 0.301177
1000, 7, 8, 0.301352
1000, 7, 8, 0.300990
1000, 7, 8, 0.301074
1000, 7, 8, 0.301054
1000, 7, 8, 0.301243
1000, 7, 8, 0.301132
1000, 7, 8, 0.301287
1000, 7, 8, 0.301002
1000, 7, 8, 0.301113
1000, 8, 8, 0.302449
1000, 8, 8, 0.302321
1000, 8, 8, 0.302301
1000, 8, 8, 0.302106
1000, 8, 8, 0.302178
1000, 8, 8, 0.302525
1000, 8, 8, 0.302153
1000, 8, 8, 0.302134
1000, 8, 8, 0.302362
1000, 8, 8, 0.302401
1000, 8, 8, 0.302197
1000, 8, 8, 0.302566
1000, 8, 8, 0.302278
1000, 8, 8, 0.302493
1000, 8, 8, 0.302219
1000, 8, 8, 0.302240
1000, 9, 8, 0.302576
1000, 9, 8, 0.302222
1000, 9, 8, 0.302378
1000, 9, 8, 0.302402
1000, 9, 8, 0.302748
1000, 9, 8, 0.302725
1000, 9, 8, 0.302324
1000, 9, 8, 0.302221
1000, 9, 8, 0.302290
1000, 9, 8, 0.302547
1000, 9, 8, 0.302459
1000, 9, 8, 0.302686
1000, 9, 8, 0.302644
1000, 9, 8, 0.302379
1000, 9, 8, 0.302517
1000, 9, 8, 0.302265
1000, 10, 8, 0.302169
1000, 10, 8, 0.302200
1000, 10, 8, 0.302859
1000, 10, 8, 0.302160
1000, 10, 8, 0.302794
1000, 10, 8, 0.302749
1000, 10, 8, 0.302699
1000, 10, 8, 0.302225
1000, 10, 8, 0.302902
1000, 10, 8, 0.302239
1000, 10, 8, 0.302209
1000, 10, 8, 0.302206
1000, 10, 8, 0.302225
1000, 10, 8, 0.302743
1000, 10, 8, 0.302233
1000, 10, 8, 0.302986
1000, 0, 16, 0.304381
1000, 0, 16, 0.304252
1000, 0, 16, 0.304508
1000, 0, 16, 0.304559
1000, 0, 16, 0.304576
1000, 0, 16, 0.304178
1000, 0, 16, 0.304602
1000, 0, 16, 0.304174
1000, 0, 16, 0.304153
1000, 0, 16, 0.304046
1000, 0, 16, 0.304634
1000, 0, 16, 0.304113
1000, 0, 16, 0.304366
1000, 0, 16, 0.304473
1000, 0, 16, 0.304312
1000, 0, 16, 0.303983
1000, 1, 16, 0.298845
1000, 1, 16, 0.299044
1000, 1, 16, 0.298754
1000, 1, 16, 0.298800
1000, 1, 16, 0.298895
1000, 1, 16, 0.298919
1000, 1, 16, 0.298938
1000, 1, 16, 0.298868
1000, 1, 16, 0.299200
1000, 1, 16, 0.298993
1000, 1, 16, 0.299123
1000, 1, 16, 0.299065
1000, 1, 16, 0.299156
1000, 1, 16, 0.299235
1000, 1, 16, 0.298775
1000, 1, 16, 0.298966
1000, 2, 16, 0.298360
1000, 2, 16, 0.298345
1000, 2, 16, 0.298206
1000, 2, 16, 0.297799
1000, 2, 16, 0.297916
1000, 2, 16, 0.297936
1000, 2, 16, 0.298026
1000, 2, 16, 0.297981
1000, 2, 16, 0.298140
1000, 2, 16, 0.298085
1000, 2, 16, 0.297874
1000, 2, 16, 0.297849
1000, 2, 16, 0.297954
1000, 2, 16, 0.297899
1000, 2, 16, 0.298278
1000, 2, 16, 0.298261
1000, 3, 16, 0.355027
1000, 3, 16, 0.354679
1000, 3, 16, 0.355108
1000, 3, 16, 0.355057
1000, 3, 16, 0.354858
1000, 3, 16, 0.354936
1000, 3, 16, 0.354544
1000, 3, 16, 0.354887
1000, 3, 16, 0.354620
1000, 3, 16, 0.354596
1000, 3, 16, 0.354960
1000, 3, 16, 0.354673
1000, 3, 16, 0.354575
1000, 3, 16, 0.354785
1000, 3, 16, 0.354654
1000, 3, 16, 0.354727
1000, 4, 16, 0.351595
1000, 4, 16, 0.351769
1000, 4, 16, 0.352041
1000, 4, 16, 0.351722
1000, 4, 16, 0.351810
1000, 4, 16, 0.351867
1000, 4, 16, 0.352181
1000, 4, 16, 0.351850
1000, 4, 16, 0.351791
1000, 4, 16, 0.352070
1000, 4, 16, 0.351707
1000, 4, 16, 0.351929
1000, 4, 16, 0.351660
1000, 4, 16, 0.351688
1000, 4, 16, 0.351646
1000, 4, 16, 0.352161
1000, 5, 16, 0.320607
1000, 5, 16, 0.320561
1000, 5, 16, 0.320651
1000, 5, 16, 0.320851
1000, 5, 16, 0.320508
1000, 5, 16, 0.320890
1000, 5, 16, 0.320702
1000, 5, 16, 0.320677
1000, 5, 16, 0.320936
1000, 5, 16, 0.320557
1000, 5, 16, 0.321010
1000, 5, 16, 0.320537
1000, 5, 16, 0.320721
1000, 5, 16, 0.320779
1000, 5, 16, 0.320614
1000, 5, 16, 0.320496
1000, 6, 16, 0.309624
1000, 6, 16, 0.309778
1000, 6, 16, 0.309675
1000, 6, 16, 0.309304
1000, 6, 16, 0.309315
1000, 6, 16, 0.309572
1000, 6, 16, 0.309542
1000, 6, 16, 0.309664
1000, 6, 16, 0.309288
1000, 6, 16, 0.309369
1000, 6, 16, 0.309510
1000, 6, 16, 0.309277
1000, 6, 16, 0.309429
1000, 6, 16, 0.309405
1000, 6, 16, 0.309367
1000, 6, 16, 0.309436
1000, 7, 16, 0.305743
1000, 7, 16, 0.305322
1000, 7, 16, 0.305625
1000, 7, 16, 0.305483
1000, 7, 16, 0.305837
1000, 7, 16, 0.305399
1000, 7, 16, 0.305882
1000, 7, 16, 0.305307
1000, 7, 16, 0.305283
1000, 7, 16, 0.305820
1000, 7, 16, 0.305507
1000, 7, 16, 0.305758
1000, 7, 16, 0.305568
1000, 7, 16, 0.305372
1000, 7, 16, 0.305426
1000, 7, 16, 0.305679
1000, 8, 16, 0.299270
1000, 8, 16, 0.299363
1000, 8, 16, 0.299163
1000, 8, 16, 0.299014
1000, 8, 16, 0.299414
1000, 8, 16, 0.299138
1000, 8, 16, 0.299318
1000, 8, 16, 0.298942
1000, 8, 16, 0.298923
1000, 8, 16, 0.299190
1000, 8, 16, 0.299062
1000, 8, 16, 0.299114
1000, 8, 16, 0.299038
1000, 8, 16, 0.299471
1000, 8, 16, 0.298967
1000, 8, 16, 0.299084
1000, 9, 16, 0.300169
1000, 9, 16, 0.300142
1000, 9, 16, 0.299854
1000, 9, 16, 0.299836
1000, 9, 16, 0.299754
1000, 9, 16, 0.299739
1000, 9, 16, 0.299917
1000, 9, 16, 0.299876
1000, 9, 16, 0.300085
1000, 9, 16, 0.299715
1000, 9, 16, 0.299791
1000, 9, 16, 0.299777
1000, 9, 16, 0.299810
1000, 9, 16, 0.300061
1000, 9, 16, 0.299971
1000, 9, 16, 0.299693
1000, 10, 16, 0.303713
1000, 10, 16, 0.303652
1000, 10, 16, 0.303914
1000, 10, 16, 0.303938
1000, 10, 16, 0.303775
1000, 10, 16, 0.303852
1000, 10, 16, 0.303815
1000, 10, 16, 0.303637
1000, 10, 16, 0.303536
1000, 10, 16, 0.303603
1000, 10, 16, 0.303480
1000, 10, 16, 0.303594
1000, 10, 16, 0.303701
1000, 10, 16, 0.303914
1000, 10, 16, 0.303563
1000, 10, 16, 0.303480
20, 0, 1, 0.000654
20, 1, 1, 0.000014
20, 2, 1, 0.000012
20, 3, 1, 0.000011
20, 4, 1, 0.000011
20, 5, 1, 0.000011
20, 6, 1, 0.000012
20, 7, 1, 0.000011
20, 8, 1, 0.000011
20, 9, 1, 0.000011
20, 10, 1, 0.000011
20, 0, 2, 0.000011
20, 1, 2, 0.000011
20, 2, 2, 0.000011
20, 3, 2, 0.000011
20, 4, 2, 0.000012
20, 5, 2, 0.000011
20, 6, 2, 0.000011
20, 7, 2, 0.000012
20, 8, 2, 0.000012
20, 9, 2, 0.000010
20, 10, 2, 0.000010
20, 0, 4, 0.000010
20, 1, 4, 0.000009
20, 2, 4, 0.000010
20, 3, 4, 0.000009
20, 4, 4, 0.000009
20, 5, 4, 0.000041
20, 6, 4, 0.000010
20, 7, 4, 0.000011
20, 8, 4, 0.000010
20, 9, 4, 0.000010
20, 10, 4, 0.000010
20, 0, 8, 0.000010
20, 1, 8, 0.000010
20, 2, 8, 0.000009
20, 3, 8, 0.000009
20, 4, 8, 0.000009
20, 5, 8, 0.000010
20, 6, 8, 0.000010
20, 7, 8, 0.000010
20, 8, 8, 0.000009
20, 9, 8, 0.000009
20, 10, 8, 0.000010
20, 0, 16, 0.000010
20, 1, 16, 0.000009
20, 2, 16, 0.000009
20, 3, 16, 0.000010
20, 4, 16, 0.000009
20, 5, 16, 0.000009
20, 6, 16, 0.000009
20, 7, 16, 0.000009
20, 8, 16, 0.000010
20, 9, 16, 0.000009
20, 10, 16, 0.000009
100, 0, 1, 0.000346
100, 1, 1, 0.000332
100, 2, 1, 0.000340
100, 3, 1, 0.000303
100, 4, 1, 0.000301
100, 5, 1, 0.000341
100, 6, 1, 0.000303
100, 7, 1, 0.000301
100, 8, 1, 0.000337
100, 9, 1, 0.000303
100, 10, 1, 0.000301
100, 0, 2, 0.000334
100, 1, 2, 0.000300
100, 2, 2, 0.000301
100, 3, 2, 0.000303
100, 4, 2, 0.000334
100, 5, 2, 0.000301
100, 6, 2, 0.000307
100, 7, 2, 0.000332
100, 8, 2, 0.000306
100, 9, 2, 0.000301
100, 10, 2, 0.000332
100, 0, 4, 0.000304
100, 1, 4, 0.000304
100, 2, 4, 0.000338
100, 3, 4, 0.000302
100, 4, 4, 0.000302
100, 5, 4, 0.000335
100, 6, 4, 0.000302
100, 7, 4, 0.000303
100, 8, 4, 0.000335
100, 9, 4, 0.000302
100, 10, 4, 0.000303
100, 0, 8, 0.000335
100, 1, 8, 0.000303
100, 2, 8, 0.000301
100, 3, 8, 0.000351
100, 4, 8, 0.000300
100, 5, 8, 0.000302
100, 6, 8, 0.000334
100, 7, 8, 0.000302
100, 8, 8, 0.000302
100, 9, 8, 0.000336
100, 10, 8, 0.000303
100, 0, 16, 0.000300
100, 1, 16, 0.000342
100, 2, 16, 0.000300
100, 3, 16, 0.000302
100, 4, 16, 0.000333
100, 5, 16, 0.000301
100, 6, 16, 0.000302
100, 7, 16, 0.000303
100, 8, 16, 0.000332
100, 9, 16, 0.000303
100, 10, 16, 0.000301
1000, 0, 1, 0.312879
1000, 1, 1, 0.307995
1000, 2, 1, 0.299335
1000, 3, 1, 0.315987
1000, 4, 1, 0.304566
1000, 5, 1, 0.305066
1000, 6, 1, 0.308310
1000, 7, 1, 0.306554
1000, 8, 1, 0.310488
1000, 9, 1, 0.303607
1000, 10, 1, 0.300695
1000, 0, 2, 0.306424
1000, 1, 2, 0.305485
1000, 2, 2, 0.299420
1000, 3, 2, 0.304952
1000, 4, 2, 0.300412
1000, 5, 2, 0.303318
1000, 6, 2, 0.304370
1000, 7, 2, 0.300972
1000, 8, 2, 0.298926
1000, 9, 2, 0.300801
1000, 10, 2, 0.298956
1000, 0, 4, 0.298377
1000, 1, 4, 0.304208
1000, 2, 4, 0.306508
1000, 3, 4, 0.305766
1000, 4, 4, 0.305324
1000, 5, 4, 0.302451
1000, 6, 4, 0.301341
1000, 7, 4, 0.303905
1000, 8, 4, 0.308107
1000, 9, 4, 0.304157
1000, 10, 4, 0.308700
1000, 0, 8, 0.308249
1000, 1, 8, 0.305734
1000, 2, 8, 0.301127
1000, 3, 8, 0.300420
1000, 4, 8, 0.301366
1000, 5, 8, 0.299895
1000, 6, 8, 0.300053
1000, 7, 8, 0.303858
1000, 8, 8, 0.301610
1000, 9, 8, 0.302088
1000, 10, 8, 0.300265
1000, 0, 16, 0.313630
1000, 1, 16, 0.308771
1000, 2, 16, 0.301705
1000, 3, 16, 0.300568
1000, 4, 16, 0.302362
1000, 5, 16, 0.299465
1000, 6, 16, 0.312506
1000, 7, 16, 0.306807
1000, 8, 16, 0.304717
1000, 9, 16, 0.302699
1000, 10, 16, 0.310893
