Matrix Size, Iterations, Threads, Runtime
100, 2, 8, 0.000455
100, 2, 8, 0.000465
100, 2, 8, 0.000396
100, 2, 8, 0.000313
100, 2, 8, 0.000352
100, 2, 8, 0.000497
100, 2, 8, 0.000332
100, 2, 8, 0.000375
100, 2, 8, 0.000419
100, 2, 8, 0.000552
100, 2, 8, 0.000296
100, 3, 8, 0.000564
100, 3, 8, 0.000557
100, 3, 8, 0.000395
100, 3, 8, 0.000373
100, 3, 8, 0.000524
100, 3, 8, 0.000540
100, 3, 8, 0.000508
100, 3, 8, 0.000353
100, 3, 8, 0.000333
100, 3, 8, 0.000312
100, 3, 8, 0.000481
100, 3, 8, 0.000494
100, 3, 8, 0.000421
100, 3, 8, 0.000461
100, 3, 8, 0.000441
100, 3, 8, 0.000295
100, 4, 8, 0.000563
100, 4, 8, 0.000339
100, 4, 8, 0.000538
100, 4, 8, 0.000505
100, 4, 8, 0.000488
100, 4, 8, 0.000470
100, 4, 8, 0.000380
100, 4, 8, 0.000391
100, 4, 8, 0.000359
100, 4, 8, 0.000320
100, 4, 8, 0.000521
100, 4, 8, 0.000556
100, 4, 8, 0.000431
100, 4, 8, 0.000451
100, 4, 8, 0.000411
100, 4, 8, 0.000304
100, 5, 8, 0.000568
100, 5, 8, 0.000417
100, 5, 8, 0.000305
100, 5, 8, 0.000517
100, 5, 8, 0.000484
100, 5, 8, 0.000534
100, 5, 8, 0.000398
100, 5, 8, 0.000380
100, 5, 8, 0.000469
100, 5, 8, 0.000459
100, 5, 8, 0.000361
100, 5, 8, 0.000343
100, 5, 8, 0.000437
100, 5, 8, 0.000554
100, 5, 8, 0.000322
100, 5, 8, 0.000500
100, 6, 8, 0.000510
100, 6, 8, 0.000391
100, 6, 8, 0.000543
100, 6, 8, 0.000451
100, 6, 8, 0.000560
100, 6, 8, 0.000598
100, 6, 8, 0.000528
100, 6, 8, 0.000478
100, 6, 8, 0.000432
100, 6, 8, 0.000495
100, 6, 8, 0.000335
100, 6, 8, 0.000412
100, 6, 8, 0.000372
100, 6, 8, 0.000353
100, 6, 8, 0.000580
100, 6, 8, 0.000463
100, 7, 8, 0.000509
100, 7, 8, 0.000336
100, 7, 8, 0.000395
100, 7, 8, 0.000410
100, 7, 8, 0.000467
100, 7, 8, 0.000450
100, 7, 8, 0.000525
100, 7, 8, 0.000299
100, 7, 8, 0.000483
100, 7, 8, 0.000494
100, 7, 8, 0.000376
100, 7, 8, 0.000545
100, 7, 8, 0.000356
100, 7, 8, 0.000429
100, 7, 8, 0.000315
100, 7, 8, 0.000562
100, 8, 8, 0.000304
100, 8, 8, 0.000565
100, 8, 8, 0.000341
100, 8, 8, 0.000479
100, 8, 8, 0.000449
100, 8, 8, 0.000436
100, 8, 8, 0.000464
100, 8, 8, 0.000581
100, 8, 8, 0.000322
100, 8, 8, 0.000357
100, 8, 8, 0.000497
100, 8, 8, 0.000513
100, 8, 8, 0.000529
100, 8, 8, 0.000398
100, 8, 8, 0.000418
100, 8, 8, 0.000544
100, 9, 8, 0.000558
100, 9, 8, 0.000314
100, 9, 8, 0.000371
100, 9, 8, 0.000297
100, 9, 8, 0.000387
100, 9, 8, 0.000459
100, 9, 8, 0.000449
100, 9, 8, 0.000354
100, 9, 8, 0.000474
100, 9, 8, 0.000486
100, 9, 8, 0.000409
100, 9, 8, 0.000334
100, 9, 8, 0.000429
100, 9, 8, 0.000520
100, 9, 8, 0.000542
100, 9, 8, 0.000501
100, 10, 8, 0.000505
100, 10, 8, 0.000336
100, 10, 8, 0.000474
100, 10, 8, 0.000445
100, 10, 8, 0.000296
100, 10, 8, 0.000488
100, 10, 8, 0.000529
100, 10, 8, 0.000416
100, 10, 8, 0.000429
100, 10, 8, 0.000355
100, 10, 8, 0.000395
100, 10, 8, 0.000375
100, 10, 8, 0.000548
100, 10, 8, 0.000561
100, 10, 8, 0.000315
100, 10, 8, 0.000462
100, 0, 16, 0.000368
100, 0, 16, 0.000456
100, 0, 16, 0.000566
100, 0, 16, 0.000602
100, 0, 16, 0.000533
100, 0, 16, 0.000474
100, 0, 16, 0.000486
100, 0, 16, 0.000502
100, 0, 16, 0.000389
100, 0, 16, 0.000551
100, 0, 16, 0.000518
100, 0, 16, 0.000435
100, 0, 16, 0.000586
100, 0, 16, 0.000414
100, 0, 16, 0.000351
100, 0, 16, 0.000332
100, 1, 16, 0.000520
100, 1, 16, 0.000344
100, 1, 16, 0.000487
100, 1, 16, 0.000504
100, 1, 16, 0.000443
100, 1, 16, 0.000326
100, 1, 16, 0.000367
100, 1, 16, 0.000539
100, 1, 16, 0.000552
100, 1, 16, 0.000386
100, 1, 16, 0.000403
100, 1, 16, 0.000460
100, 1, 16, 0.000471
100, 1, 16, 0.000422
100, 1, 16, 0.000309
100, 1, 16, 0.000295
100, 2, 16, 0.000590
100, 2, 16, 0.000342
100, 2, 16, 0.000559
100, 2, 16, 0.000542
100, 2, 16, 0.000526
100, 2, 16, 0.000382
100, 2, 16, 0.000396
100, 2, 16, 0.000416
100, 2, 16, 0.000432
100, 2, 16, 0.000447
100, 2, 16, 0.000579
100, 2, 16, 0.000507
100, 2, 16, 0.000488
100, 2, 16, 0.000363
100, 2, 16, 0.000467
100, 2, 16, 0.000326
100, 3, 16, 0.000555
100, 3, 16, 0.000296
100, 3, 16, 0.000411
100, 3, 16, 0.000521
100, 3, 16, 0.000505
100, 3, 16, 0.000488
100, 3, 16, 0.000430
100, 3, 16, 0.000446
100, 3, 16, 0.000472
100, 3, 16, 0.000462
100, 3, 16, 0.000356
100, 3, 16, 0.000377
100, 3, 16, 0.000312
100, 3, 16, 0.000392
100, 3, 16, 0.000334
100, 3, 16, 0.000541
100, 4, 16, 0.000295
100, 4, 16, 0.000573
100, 4, 16, 0.000551
100, 4, 16, 0.000422
100, 4, 16, 0.000438
100, 4, 16, 0.000474
100, 4, 16, 0.000456
100, 4, 16, 0.000536
100, 4, 16, 0.000504
100, 4, 16, 0.000315
100, 4, 16, 0.000336
100, 4, 16, 0.000401
100, 4, 16, 0.000378
100, 4, 16, 0.000355
100, 4, 16, 0.000582
100, 4, 16, 0.000520
100, 5, 16, 0.000745
100, 5, 16, 0.000660
100, 5, 16, 0.000727
100, 5, 16, 0.000714
100, 5, 16, 0.000339
100, 5, 16, 0.000758
100, 5, 16, 0.000642
100, 5, 16, 0.000679
100, 5, 16, 0.000696
100, 5, 16, 0.000561
100, 5, 16, 0.000604
100, 5, 16, 0.000624
100, 5, 16, 0.000584
100, 5, 16, 0.000539
100, 5, 16, 0.000769
100, 5, 16, 0.000336
100, 6, 16, 0.000546
100, 6, 16, 0.000461
100, 6, 16, 0.000443
100, 6, 16, 0.000530
100, 6, 16, 0.000293
100, 6, 16, 0.000427
100, 6, 16, 0.000488
100, 6, 16, 0.000477
100, 6, 16, 0.000515
100, 6, 16, 0.000503
100, 6, 16, 0.000370
100, 6, 16, 0.000392
100, 6, 16, 0.000407
100, 6, 16, 0.000350
100, 6, 16, 0.000330
100, 6, 16, 0.000310
100, 7, 16, 0.000296
100, 7, 16, 0.000538
100, 7, 16, 0.000443
100, 7, 16, 0.000572
100, 7, 16, 0.000521
100, 7, 16, 0.000504
100, 7, 16, 0.000395
100, 7, 16, 0.000333
100, 7, 16, 0.000374
100, 7, 16, 0.000355
100, 7, 16, 0.000314
100, 7, 16, 0.000554
100, 7, 16, 0.000489
100, 7, 16, 0.000473
100, 7, 16, 0.000460
100, 7, 16, 0.000415
100, 8, 16, 0.000559
100, 8, 16, 0.000431
100, 8, 16, 0.000509
100, 8, 16, 0.000526
100, 8, 16, 0.000577
100, 8, 16, 0.000358
100, 8, 16, 0.000347
100, 8, 16, 0.000543
100, 8, 16, 0.000373
100, 8, 16, 0.000391
100, 8, 16, 0.000448
100, 8, 16, 0.000491
100, 8, 16, 0.000469
100, 8, 16, 0.000410
100, 8, 16, 0.000591
100, 8, 16, 0.000334
100, 9, 16, 0.000569
100, 9, 16, 0.000337
100, 9, 16, 0.000530
100, 9, 16, 0.000514
100, 9, 16, 0.000453
100, 9, 16, 0.000435
100, 9, 16, 0.000418
100, 9, 16, 0.000497
100, 9, 16, 0.000399
100, 9, 16, 0.000481
100, 9, 16, 0.000470
100, 9, 16, 0.000379
100, 9, 16, 0.000551
100, 9, 16, 0.000314
100, 9, 16, 0.000357
100, 9, 16, 0.000297
100, 10, 16, 0.000536
100, 10, 16, 0.000606
100, 10, 16, 0.000330
100, 10, 16, 0.000575
100, 10, 16, 0.000558
100, 10, 16, 0.000445
100, 10, 16, 0.000428
100, 10, 16, 0.000483
100, 10, 16, 0.000519
100, 10, 16, 0.000503
100, 10, 16, 0.000410
100, 10, 16, 0.000389
100, 10, 16, 0.000463
100, 10, 16, 0.000348
100, 10, 16, 0.000370
100, 10, 16, 0.000596
1000, 0, 1, 0.310306
1000, 0, 1, 0.310331
1000, 0, 1, 0.310356
1000, 0, 1, 0.310330
1000, 0, 1, 0.310345
1000, 0, 1, 0.310355
1000, 0, 1, 0.310361
1000, 0, 1, 0.310365
1000, 0, 1, 0.310348
1000, 0, 1, 0.310343
1000, 0, 1, 0.310364
1000, 0, 1, 0.310368
1000, 0, 1, 0.310359
1000, 0, 1, 0.310351
1000, 0, 1, 0.310367
1000, 0, 1, 0.310351
1000, 1, 1, 0.314851
1000, 1, 1, 0.314677
1000, 1, 1, 0.314725
1000, 1, 1, 0.315106
1000, 1, 1, 0.315047
1000, 1, 1, 0.314758
1000, 1, 1, 0.314650
1000, 1, 1, 0.314987
1000, 1, 1, 0.314789
1000, 1, 1, 0.314706
1000, 1, 1, 0.315150
1000, 1, 1, 0.314824
1000, 1, 1, 0.314843
1000, 1, 1, 0.315116
1000, 1, 1, 0.314925
1000, 1, 1, 0.314913
1000, 2, 1, 0.309951
1000, 2, 1, 0.309848
1000, 2, 1, 0.310003
1000, 2, 1, 0.309859
1000, 2, 1, 0.309885
1000, 2, 1, 0.310205
1000, 2, 1, 0.310083
1000, 2, 1, 0.309692
1000, 2, 1, 0.309741
1000, 2, 1, 0.309796
1000, 2, 1, 0.309760
1000, 2, 1, 0.309911
1000, 2, 1, 0.310043
1000, 2, 1, 0.310171
1000, 2, 1, 0.310155
1000, 2, 1, 0.309932
1000, 3, 1, 0.304419
1000, 3, 1, 0.303979
1000, 3, 1, 0.304098
1000, 3, 1, 0.303926
1000, 3, 1, 0.304028
1000, 3, 1, 0.304122
1000, 3, 1, 0.304249
1000, 3, 1, 0.303880
1000, 3, 1, 0.303902
1000, 3, 1, 0.303953
1000, 3, 1, 0.304002
1000, 3, 1, 0.304386
1000, 3, 1, 0.304197
1000, 3, 1, 0.304304
1000, 3, 1, 0.303850
1000, 3, 1, 0.304058
1000, 4, 1, 0.302935
1000, 4, 1, 0.302694
1000, 4, 1, 0.302369
1000, 4, 1, 0.302441
1000, 4, 1, 0.302523
1000, 4, 1, 0.302487
1000, 4, 1, 0.302794
1000, 4, 1, 0.302875
1000, 4, 1, 0.302934
1000, 4, 1, 0.302621
1000, 4, 1, 0.302411
1000, 4, 1, 0.302602
1000, 4, 1, 0.302573
1000, 4, 1, 0.302649
1000, 4, 1, 0.302494
1000, 4, 1, 0.302758
1000, 5, 1, 0.301672
1000, 5, 1, 0.301372
1000, 5, 1, 0.301386
1000, 5, 1, 0.301352
1000, 5, 1, 0.301301
1000, 5, 1, 0.301619
1000, 5, 1, 0.301256
1000, 5, 1, 0.301188
1000, 5, 1, 0.301209
1000, 5, 1, 0.301568
1000, 5, 1, 0.301521
1000, 5, 1, 0.301332
1000, 5, 1, 0.301434
1000, 5, 1, 0.301282
1000, 5, 1, 0.301476
1000, 5, 1, 0.301233
1000, 6, 1, 0.308955
1000, 6, 1, 0.308942
1000, 6, 1, 0.308835
1000, 6, 1, 0.308797
1000, 6, 1, 0.308673
1000, 6, 1, 0.308719
1000, 6, 1, 0.308744
1000, 6, 1, 0.308966
1000, 6, 1, 0.308717
1000, 6, 1, 0.308786
1000, 6, 1, 0.309069
1000, 6, 1, 0.308606
1000, 6, 1, 0.308654
1000, 6, 1, 0.308568
1000, 6, 1, 0.308928
1000, 6, 1, 0.308687
1000, 7, 1, 0.305230
1000, 7, 1, 0.305237
1000, 7, 1, 0.305607
1000, 7, 1, 0.305358
1000, 7, 1, 0.305468
1000, 7, 1, 0.305415
1000, 7, 1, 0.305330
1000, 7, 1, 0.305585
1000, 7, 1, 0.305304
1000, 7, 1, 0.305276
1000, 7, 1, 0.305399
1000, 7, 1, 0.305200
1000, 7, 1, 0.305162
1000, 7, 1, 0.305136
1000, 7, 1, 0.305114
1000, 7, 1, 0.305546
1000, 8, 1, 0.304167
1000, 8, 1, 0.304439
1000, 8, 1, 0.304539
1000, 8, 1, 0.304368
1000, 8, 1, 0.304567
1000, 8, 1, 0.304502
1000, 8, 1, 0.304399
1000, 8, 1, 0.304323
1000, 8, 1, 0.304240
1000, 8, 1, 0.304136
1000, 8, 1, 0.304356
1000, 8, 1, 0.304276
1000, 8, 1, 0.304311
1000, 8, 1, 0.304173
1000, 8, 1, 0.304668
1000, 8, 1, 0.304199
1000, 9, 1, 0.308532
1000, 9, 1, 0.308389
1000, 9, 1, 0.308283
1000, 9, 1, 0.308347
1000, 9, 1, 0.308569
1000, 9, 1, 0.308312
1000, 9, 1, 0.308271
1000, 9, 1, 0.308253
1000, 9, 1, 0.308236
1000, 9, 1, 0.308343
1000, 9, 1, 0.308215
1000, 9, 1, 0.308169
1000, 9, 1, 0.308640
1000, 9, 1, 0.308460
1000, 9, 1, 0.308143
1000, 9, 1, 0.308541
1000, 10, 1, 0.300014
1000, 10, 1, 0.300489
1000, 10, 1, 0.300472
1000, 10, 1, 0.300061
1000, 10, 1, 0.300202
1000, 10, 1, 0.300293
1000, 10, 1, 0.300392
1000, 10, 1, 0.300340
1000, 10, 1, 0.300410
1000, 10, 1, 0.300183
1000, 10, 1, 0.300096
1000, 10, 1, 0.300110
1000, 10, 1, 0.300079
1000, 10, 1, 0.300138
1000, 10, 1, 0.300036
1000, 10, 1, 0.300251
1000, 0, 2, 0.300524
1000, 0, 2, 0.299902
1000, 0, 2, 0.300354
1000, 0, 2, 0.300263
1000, 0, 2, 0.300488
1000, 0, 2, 0.299881
1000, 0, 2, 0.300177
1000, 0, 2, 0.300222
1000, 0, 2, 0.300307
1000, 0, 2, 0.299809
1000, 0, 2, 0.300100
1000, 0, 2, 0.300135
1000, 0, 2, 0.300377
1000, 0, 2, 0.299852
1000, 0, 2, 0.300079
1000, 0, 2, 0.300441
1000, 1, 2, 0.299995
1000, 1, 2, 0.299585
1000, 1, 2, 0.299853
1000, 1, 2, 0.299500
1000, 1, 2, 0.299837
1000, 1, 2, 0.299438
1000, 1, 2, 0.299414
1000, 1, 2, 0.299470
1000, 1, 2, 0.299672
1000, 1, 2, 0.299562
1000, 1, 2, 0.299532
1000, 1, 2, 0.299609
1000, 1, 2, 0.299375
1000, 1, 2, 0.299725
1000, 1, 2, 0.299783
1000, 1, 2, 0.299933
1000, 2, 2, 0.302220
1000, 2, 2, 0.301993
1000, 2, 2, 0.301892
1000, 2, 2, 0.301935
1000, 2, 2, 0.302036
1000, 2, 2, 0.301915
1000, 2, 2, 0.302163
1000, 2, 2, 0.301868
1000, 2, 2, 0.302119
1000, 2, 2, 0.302140
1000, 2, 2, 0.301819
1000, 2, 2, 0.302017
1000, 2, 2, 0.302073
1000, 2, 2, 0.302095
1000, 2, 2, 0.301845
1000, 2, 2, 0.302198
1000, 3, 2, 0.299534
1000, 3, 2, 0.299751
1000, 3, 2, 0.299595
1000, 3, 2, 0.299661
1000, 3, 2, 0.299284
1000, 3, 2, 0.299492
1000, 3, 2, 0.299335
1000, 3, 2, 0.299355
1000, 3, 2, 0.299301
1000, 3, 2, 0.299719
1000, 3, 2, 0.299451
1000, 3, 2, 0.299515
1000, 3, 2, 0.299470
1000, 3, 2, 0.299429
1000, 3, 2, 0.299382
1000, 3, 2, 0.299402
1000, 4, 2, 0.307878
1000, 4, 2, 0.307824
1000, 4, 2, 0.307649
1000, 4, 2, 0.307753
1000, 4, 2, 0.307484
1000, 4, 2, 0.307546
1000, 4, 2, 0.307567
1000, 4, 2, 0.307872
1000, 4, 2, 0.307529
1000, 4, 2, 0.307518
1000, 4, 2, 0.307621
1000, 4, 2, 0.307656
1000, 4, 2, 0.307842
1000, 4, 2, 0.307573
1000, 4, 2, 0.307727
1000, 4, 2, 0.307487
1000, 5, 2, 0.307370
1000, 5, 2, 0.307318
1000, 5, 2, 0.307565
1000, 5, 2, 0.307509
1000, 5, 2, 0.307590
1000, 5, 2, 0.307627
1000, 5, 2, 0.307645
1000, 5, 2, 0.307478
1000, 5, 2, 0.307434
1000, 5, 2, 0.307228
1000, 5, 2, 0.307250
1000, 5, 2, 0.307349
1000, 5, 2, 0.307193
1000, 5, 2, 0.307372
1000, 5, 2, 0.307304
1000, 5, 2, 0.307176
1000, 6, 2, 0.300203
1000, 6, 2, 0.299818
1000, 6, 2, 0.300232
1000, 6, 2, 0.299767
1000, 6, 2, 0.299993
1000, 6, 2, 0.299863
1000, 6, 2, 0.300048
1000, 6, 2, 0.300124
1000, 6, 2, 0.299743
1000, 6, 2, 0.300185
1000, 6, 2, 0.299884
1000, 6, 2, 0.299723
1000, 6, 2, 0.299699
1000, 6, 2, 0.299793
1000, 6, 2, 0.299843
1000, 6, 2, 0.300072
1000, 7, 2, 0.301174
1000, 7, 2, 0.301244
1000, 7, 2, 0.301117
1000, 7, 2, 0.300908
1000, 7, 2, 0.300801
1000, 7, 2, 0.300843
1000, 7, 2, 0.300777
1000, 7, 2, 0.300977
1000, 7, 2, 0.300930
1000, 7, 2, 0.300887
1000, 7, 2, 0.300866
1000, 7, 2, 0.301069
1000, 7, 2, 0.301019
1000, 7, 2, 0.300822
1000, 7, 2, 0.300742
1000, 7, 2, 0.300709
1000, 8, 2, 0.302434
1000, 8, 2, 0.302452
1000, 8, 2, 0.302468
1000, 8, 2, 0.302478
1000, 8, 2, 0.302441
1000, 8, 2, 0.306122
1000, 8, 2, 0.302459
1000, 8, 2, 0.302515
1000, 8, 2, 0.306052
1000, 8, 2, 0.302415
1000, 8, 2, 0.302509
1000, 8, 2, 0.302421
1000, 8, 2, 0.302406
1000, 8, 2, 0.306078
1000, 8, 2, 0.302500
1000, 8, 2, 0.302490
1000, 9, 2, 0.300590
1000, 9, 2, 0.300647
1000, 9, 2, 0.300706
1000, 9, 2, 0.300725
1000, 9, 2, 0.300827
1000, 9, 2, 0.300399
1000, 9, 2, 0.300847
1000, 9, 2, 0.300477
1000, 9, 2, 0.300452
1000, 9, 2, 0.300809
1000, 9, 2, 0.300423
1000, 9, 2, 0.300366
1000, 9, 2, 0.300504
1000, 9, 2, 0.300776
1000, 9, 2, 0.300920
1000, 9, 2, 0.300530
1000, 10, 2, 0.299845
1000, 10, 2, 0.299349
1000, 10, 2, 0.299478
1000, 10, 2, 0.299307
1000, 10, 2, 0.299813
1000, 10, 2, 0.299524
1000, 10, 2, 0.299545
1000, 10, 2, 0.299567
1000, 10, 2, 0.299500
1000, 10, 2, 0.299426
1000, 10, 2, 0.299751
1000, 10, 2, 0.299662
1000, 10, 2, 0.299616
1000, 10, 2, 0.299448
1000, 10, 2, 0.299379
1000, 10, 2, 0.299706
1000, 0, 4, 0.304593
1000, 0, 4, 0.304391
1000, 0, 4, 0.304721
1000, 0, 4, 0.304345
1000, 0, 4, 0.304772
1000, 0, 4, 0.304324
1000, 0, 4, 0.304492
1000, 0, 4, 0.304274
1000, 0, 4, 0.304260
1000, 0, 4, 0.304620
1000, 0, 4, 0.304437
1000, 0, 4, 0.304300
1000, 0, 4, 0.304928
1000, 0, 4, 0.304693
1000, 0, 4, 0.304836
1000, 0, 4, 0.304561
1000, 1, 4, 0.305347
1000, 1, 4, 0.305449
1000, 1, 4, 0.305756
1000, 1, 4, 0.305642
1000, 1, 4, 0.305290
1000, 1, 4, 0.305594
1000, 1, 4, 0.305848
1000, 1, 4, 0.305828
1000, 1, 4, 0.305405
1000, 1, 4, 0.305326
1000, 1, 4, 0.305488
1000, 1, 4, 0.305720
1000, 1, 4, 0.305469
1000, 1, 4, 0.305888
1000, 1, 4, 0.305515
1000, 1, 4, 0.305335
1000, 2, 4, 0.321686
1000, 2, 4, 0.321399
1000, 2, 4, 0.321550
1000, 2, 4, 0.321522
1000, 2, 4, 0.321484
1000, 2, 4, 0.321749
1000, 2, 4, 0.321376
1000, 2, 4, 0.321471
1000, 2, 4, 0.321775
1000, 2, 4, 0.321888
1000, 2, 4, 0.321833
1000, 2, 4, 0.321368
1000, 2, 4, 0.321465
1000, 2, 4, 0.321677
1000, 2, 4, 0.321443
1000, 2, 4, 0.321569
1000, 3, 4, 0.323885
1000, 3, 4, 0.324260
1000, 3, 4, 0.323758
1000, 3, 4, 0.324013
1000, 3, 4, 0.323872
1000, 3, 4, 0.324098
1000, 3, 4, 0.323665
1000, 3, 4, 0.323844
1000, 3, 4, 0.324240
1000, 3, 4, 0.323964
1000, 3, 4, 0.323823
1000, 3, 4, 0.324008
1000, 3, 4, 0.324278
1000, 3, 4, 0.323715
1000, 3, 4, 0.323807
1000, 3, 4, 0.324154
1000, 4, 4, 0.447008
1000, 4, 4, 0.445165
1000, 4, 4, 0.447084
1000, 4, 4, 0.446916
1000, 4, 4, 0.446847
1000, 4, 4, 0.447221
1000, 4, 4, 0.445086
1000, 4, 4, 0.446955
1000, 4, 4, 0.446825
1000, 4, 4, 0.447157
1000, 4, 4, 0.445262
1000, 4, 4, 0.445371
1000, 4, 4, 0.447249
1000, 4, 4, 0.445227
1000, 4, 4, 0.445322
1000, 4, 4, 0.445139
1000, 5, 4, 0.300448
1000, 5, 4, 0.300818
1000, 5, 4, 0.300498
1000, 5, 4, 0.300398
1000, 5, 4, 0.300585
1000, 5, 4, 0.300347
1000, 5, 4, 0.300375
1000, 5, 4, 0.300174
1000, 5, 4, 0.300231
1000, 5, 4, 0.300631
1000, 5, 4, 0.300703
1000, 5, 4, 0.300554
1000, 5, 4, 0.300282
1000, 5, 4, 0.300526
1000, 5, 4, 0.300141
1000, 5, 4, 0.300768
1000, 6, 4, 0.313344
1000, 6, 4, 0.313054
1000, 6, 4, 0.313394
1000, 6, 4, 0.312972
1000, 6, 4, 0.313263
1000, 6, 4, 0.313201
1000, 6, 4, 0.313106
1000, 6, 4, 0.313186
1000, 6, 4, 0.313016
1000, 6, 4, 0.312942
1000, 6, 4, 0.313068
1000, 6, 4, 0.313137
1000, 6, 4, 0.313324
1000, 6, 4, 0.313165
1000, 6, 4, 0.313100
1000, 6, 4, 0.313420
1000, 7, 4, 0.313534
1000, 7, 4, 0.313162
1000, 7, 4, 0.313341
1000, 7, 4, 0.313682
1000, 7, 4, 0.313459
1000, 7, 4, 0.313574
1000, 7, 4, 0.313517
1000, 7, 4, 0.313189
1000, 7, 4, 0.313309
1000, 7, 4, 0.313451
1000, 7, 4, 0.313399
1000, 7, 4, 0.313645
1000, 7, 4, 0.313346
1000, 7, 4, 0.313434
1000, 7, 4, 0.313250
1000, 7, 4, 0.313286
1000, 8, 4, 0.303678
1000, 8, 4, 0.303701
1000, 8, 4, 0.303780
1000, 8, 4, 0.303764
1000, 8, 4, 0.303715
1000, 8, 4, 0.304023
1000, 8, 4, 0.303742
1000, 8, 4, 0.303654
1000, 8, 4, 0.303797
1000, 8, 4, 0.303850
1000, 8, 4, 0.304076
1000, 8, 4, 0.303639
1000, 8, 4, 0.303908
1000, 8, 4, 0.303977
1000, 8, 4, 0.303832
1000, 8, 4, 0.303927
1000, 9, 4, 0.303375
1000, 9, 4, 0.303242
1000, 9, 4, 0.303715
1000, 9, 4, 0.303793
1000, 9, 4, 0.303635
1000, 9, 4, 0.303358
1000, 9, 4, 0.303225
1000, 9, 4, 0.303536
1000, 9, 4, 0.303198
1000, 9, 4, 0.303273
1000, 9, 4, 0.303345
1000, 9, 4, 0.303295
1000, 9, 4, 0.303329
1000, 9, 4, 0.303680
1000, 9, 4, 0.303482
1000, 9, 4, 0.303729
1000, 10, 4, 0.300057
1000, 10, 4, 0.300084
1000, 10, 4, 0.300267
1000, 10, 4, 0.300220
1000, 10, 4, 0.299951
1000, 10, 4, 0.299997
1000, 10, 4, 0.299898
1000, 10, 4, 0.300423
1000, 10, 4, 0.300164
1000, 10, 4, 0.300119
1000, 10, 4, 0.300305
1000, 10, 4, 0.300359
1000, 10, 4, 0.299974
1000, 10, 4, 0.300021
1000, 10, 4, 0.299916
1000, 10, 4, 0.300281
1000, 0, 8, 0.300418
1000, 0, 8, 0.300256
1000, 0, 8, 0.299866
1000, 0, 8, 0.299885
1000, 0, 8, 0.299815
1000, 0, 8, 0.299834
1000, 0, 8, 0.299959
1000, 0, 8, 0.300161
1000, 0, 8, 0.300100
1000, 0, 8, 0.300313
1000, 0, 8, 0.299922
1000, 0, 8, 0.300361
1000, 0, 8, 0.300206
1000, 0, 8, 0.300040
1000, 0, 8, 0.300002
1000, 0, 8, 0.300557
1000, 1, 8, 0.308781
1000, 1, 8, 0.308966
1000, 1, 8, 0.309237
1000, 1, 8, 0.309200
1000, 1, 8, 0.308922
1000, 1, 8, 0.308880
1000, 1, 8, 0.309290
1000, 1, 8, 0.309032
1000, 1, 8, 0.309088
1000, 1, 8, 0.308822
1000, 1, 8, 0.309071
1000, 1, 8, 0.309333
1000, 1, 8, 0.308960
1000, 1, 8, 0.308853
1000, 1, 8, 0.309018
1000, 1, 8, 0.309152
1000, 2, 8, 0.300780
1000, 2, 8, 0.300852
1000, 2, 8, 0.300392
1000, 2, 8, 0.300734
1000, 2, 8, 0.300529
1000, 2, 8, 0.300902
1000, 2, 8, 0.300562
1000, 2, 8, 0.300666
1000, 2, 8, 0.300357
1000, 2, 8, 0.300596
1000, 2, 8, 0.300694
1000, 2, 8, 0.300647
1000, 2, 8, 0.300971
1000, 2, 8, 0.300497
1000, 2, 8, 0.300420
1000, 2, 8, 0.300451
1000, 3, 8, 0.313027
1000, 3, 8, 0.312792
1000, 3, 8, 0.312869
1000, 3, 8, 0.312849
1000, 3, 8, 0.313256
1000, 3, 8, 0.312827
1000, 3, 8, 0.313279
1000, 3, 8, 0.312813
1000, 3, 8, 0.313180
1000, 3, 8, 0.312740
1000, 3, 8, 0.313243
1000, 3, 8, 0.313162
1000, 3, 8, 0.313065
1000, 3, 8, 0.313115
1000, 3, 8, 0.312889
1000, 3, 8, 0.312987
1000, 4, 8, 0.301221
1000, 4, 8, 0.301650
1000, 4, 8, 0.301452
1000, 4, 8, 0.301345
1000, 4, 8, 0.301196
1000, 4, 8, 0.301331
1000, 4, 8, 0.301564
1000, 4, 8, 0.301093
1000, 4, 8, 0.301143
1000, 4, 8, 0.301173
1000, 4, 8, 0.301434
1000, 4, 8, 0.301509
1000, 4, 8, 0.301280
1000, 4, 8, 0.301614
1000, 4, 8, 0.301123
1000, 4, 8, 0.301072
1000, 5, 8, 0.306445
1000, 5, 8, 0.306426
1000, 5, 8, 0.306491
1000, 5, 8, 0.306465
1000, 5, 8, 0.306869
1000, 5, 8, 0.306547
1000, 5, 8, 0.306575
1000, 5, 8, 0.306822
1000, 5, 8, 0.306667
1000, 5, 8, 0.306782
1000, 5, 8, 0.306621
1000, 5, 8, 0.306603
1000, 5, 8, 0.306934
1000, 5, 8, 0.306655
1000, 5, 8, 0.306715
1000, 5, 8, 0.306753
1000, 6, 8, 0.302143
1000, 6, 8, 0.302256
1000, 6, 8, 0.301986
1000, 6, 8, 0.302044
1000, 6, 8, 0.302172
1000, 6, 8, 0.302364
1000, 6, 8, 0.302405
1000, 6, 8, 0.301945
1000, 6, 8, 0.302457
1000, 6, 8, 0.302071
1000, 6, 8, 0.302294
1000, 6, 8, 0.301998
1000, 6, 8, 0.301985
